TM,PCO2,pH,SO,CL,BSW,MMCFD,HCO3,BOPD,BWPD,FE,PS,CA,Defect_Depth,Pipe_type
66.315,0.546,6.313,61.43,4787.337,0.838,6.253,683.698,854.842,6566.322,0.333,1650.342,2.388,1.102,Pipe_3
55.087,0.564,6.519,51.112,3548.255,0.733,3.942,766.798,1050.615,4181.895,0.591,1447.287,2.24,0.823,Pipe_2
56.689,0.588,6.312,66.104,3981.816,0.769,14.107,1665.083,1185.772,1547.423,0.524,1198.1,2.325,1.334,Pipe_3
24.299,0.024,8.067,4.857,2922.616,0.484,15.286,4115.76,132.165,3243.683,2.695,232.239,0.038,0.092,Pipe_3
44.698,0.341,7.847,25.671,3118.832,0.596,1.313,1836.938,1535.217,3270.345,1.213,605.365,0.848,0.25,Pipe_2
25.457,0.128,8.353,4.073,2918.347,0.433,10.206,3567.254,387.743,16.99,2.676,350.716,0.031,0.109,Pipe_2
66.671,0.503,6.628,67.958,6856.69,0.857,17.178,941.813,483.301,6451.737,0.248,1553.71,2.305,1.205,Pipe_2
39.276,0.389,7.158,22.606,3465.176,0.505,3.727,2118.34,900.1,6117.972,1.288,688.988,0.406,0.204,Pipe_3
28.396,0.025,8.347,7.14,2550.375,0.175,5.345,4015.942,1048.138,2015.956,2.526,192.944,0.081,0.081,Pipe_3
43.271,0.263,7.375,30.622,3905.383,0.466,7.441,2687.47,483.904,919.277,0.911,527.611,1.098,0.205,Pipe_1
39.768,0.372,7.485,18.303,3752.969,0.592,15.541,2837.417,478.375,3481.957,1.104,653.536,0.679,0.194,Pipe_1
71.194,0.538,6.213,65.736,7359.724,0.853,6.515,922.646,1400.711,5159.764,0.341,1025.809,2.001,1.457,Pipe_2
44.483,0.318,7.791,18.986,3154.093,0.435,12.97,2030.926,1407.663,5048.842,1.283,673.343,0.74,0.17,Pipe_3
71.898,0.533,6.377,65.878,4085.76,0.86,7.786,425.068,1345.136,5022.789,0.482,1338.01,2.401,1.17,Pipe_1
71.27,0.475,6.934,65.827,7555.946,0.848,10.246,482.857,775.205,9012.357,0.206,1839.806,2.443,1.052,Pipe_1
32.35,0.096,8.178,10.681,1196.617,0.18,16.527,3800.468,228.457,7166.528,2.209,247.42,0.059,0.069,Pipe_1
26.391,0.043,8.425,6.958,1407.231,0.149,5.13,4175.529,386.33,5920.166,1.849,272.821,0.063,0.093,Pipe_3
68.504,0.459,6.515,48.788,4665.871,0.818,14.917,349.431,452.281,3533.322,0.086,1295.181,2.241,1.225,Pipe_3
32.05,0.071,8.455,7.331,303.869,0.172,10.519,3502.201,1508.698,2007.566,2.158,301.544,0.134,0.11,Pipe_3
43.04,0.402,7.859,24.209,3927.818,0.498,0.666,2128.782,942.634,167.204,1.367,603.789,0.556,0.15,Pipe_3
48.825,0.396,7.602,18.605,3668.773,0.428,0.329,2895.017,367.784,9103.389,0.713,598.041,0.258,0.15,Pipe_1
40.759,0.155,7.486,19.581,3502.568,0.515,7.218,1724.59,1319.07,6050.27,0.944,548.816,0.291,0.146,Pipe_1
40.773,0.16,7.133,31.327,3129.186,0.495,8.654,2587.805,529.59,338.686,0.718,713.304,0.538,0.248,Pipe_3
42.001,0.415,7.385,18.747,3311.929,0.491,9.728,2735.562,1272.91,5788.061,0.797,520.843,0.452,0.168,Pipe_3
28.81,0.123,8.308,11.653,218.007,0.032,14.49,3704.849,983.747,6882.55,2.641,480.389,0.051,0.085,Pipe_3
33.753,0.065,8.025,12.704,939.928,0.398,9.867,3780.565,829.637,6988.606,2.079,203.186,0.074,0.1,Pipe_1
39.653,0.286,7.151,39.475,3453.631,0.541,12.204,1992.741,242.012,6761.088,1.026,618.746,0.618,0.149,Pipe_2
64.069,0.525,6.987,65.528,4430.957,0.867,16.969,1169.317,1114.5,4902.427,0.528,1132.716,2.3,0.804,Pipe_1
25.799,0.107,8.313,14.565,1535.346,0.403,5.23,3866.26,1122.885,5816.089,2.718,339.213,0.045,0.054,Pipe_1
25.58,0.03,8.407,11.719,2135.194,0.118,5.058,3724.544,616.073,8562.961,2.175,402.104,0.108,0.105,Pipe_1
21.794,0.054,8.085,2.533,2371.744,0.187,9.635,3887.405,1496.239,9240.505,2.775,468.751,0.12,0.129,Pipe_2
44.973,0.164,7.394,24.494,3627.067,0.493,8.237,2177.286,667.438,5513.082,0.882,734.606,0.614,0.236,Pipe_3
67.069,0.464,6.225,60.806,6150.494,0.755,10.918,1686.657,268.992,2595.988,0.135,1427.553,2.134,0.835,Pipe_1
44.716,0.214,7.191,29.117,3641.254,0.569,13.807,2651.879,1033.882,161.011,0.761,732.491,0.641,0.147,Pipe_1
69.676,0.503,6.24,62.304,4894.862,0.791,0.898,773.675,594.94,1649.801,0.424,1170.679,2.205,0.995,Pipe_3
48.905,0.365,7.088,30.98,3790.563,0.524,10.438,2810.323,902.615,3373.45,0.847,714.253,0.864,0.165,Pipe_3
41.103,0.398,7.868,29.877,3208.981,0.538,12.964,2249.956,381.839,6320.126,1.385,539.456,1.069,0.174,Pipe_3
26.998,0.032,8.525,11.086,1907.679,0.158,8.054,4167.004,1161.164,4586.219,2.268,252.001,0.117,0.084,Pipe_1
38.986,0.329,7.676,25.603,3707.169,0.512,4.157,2344.274,542.963,1862.828,1.004,682.216,0.239,0.179,Pipe_3
34.951,0.056,8.327,8.547,1440.777,0.151,15.614,3510.376,447.052,5319.975,2.032,105.696,0.062,0.073,Pipe_1
47.455,0.151,7.098,32.788,3470.426,0.515,13.168,2217.403,1472.265,4546.887,1.23,535.81,0.479,0.24,Pipe_3
24.307,0.125,8.156,9.46,1206.85,0.495,2.735,3741.564,1160.13,2938.65,1.832,82.47,0.022,0.102,Pipe_1
35.804,0.058,8.491,12.589,1212.485,0.209,12.667,3692.546,539.54,3478.588,2.461,303.233,0.032,0.105,Pipe_1
67.31,0.592,6.63,57.373,5342.633,0.773,13.238,1108.5,1504.355,3895.899,0.096,1181.137,2.213,1.024,Pipe_1
43.758,0.181,7.116,30.86,3909.549,0.564,14.489,1946.587,1433.17,6961.3,0.717,596.807,0.768,0.163,Pipe_3
57.956,0.606,6.829,60.368,5072.069,0.846,1.783,1654.78,941.209,1331.851,0.151,1287.304,2.475,0.788,Pipe_1
28.711,0.056,8.563,9.049,2395.343,0.215,14.64,3505.154,1152.555,4154.225,2.013,444.084,0.146,0.09,Pipe_3
53.07,0.464,6.912,61.16,7365.335,0.715,9.053,1675.726,749.578,7394.143,0.289,1627.431,2.311,0.786,Pipe_1
34.601,0.069,8.14,5.595,1881.647,0.273,2.111,3552.532,1062.459,3725.004,2.672,408.433,0.053,0.078,Pipe_2
28.834,0.093,8.181,3.415,1107.66,0.473,15.594,3685.212,554.899,5190.852,1.976,432.517,0.039,0.109,Pipe_3
47.464,0.285,7.258,31.836,3298.794,0.479,4.172,1845.849,1410.176,5632.217,1.129,543.932,0.805,0.136,Pipe_1
61.262,0.514,6.242,61.112,4502.018,0.863,14.597,1309.518,1506.777,8048.05,0.545,1406.742,2.084,0.549,Pipe_2
34.135,0.074,8.358,6.469,1985.238,0.37,16.753,3875.272,289.715,5747.426,2.024,198.445,0.109,0.074,Pipe_1
39.632,0.204,7.719,39.015,3721.798,0.415,14.721,1817.514,1412.682,4873.195,0.734,574.175,0.314,0.2,Pipe_2
52.345,0.545,6.815,52.209,6057.669,0.812,14.828,639.77,1023.657,2649.403,0.536,1327.958,2.081,1.565,Pipe_3
27.98,0.075,8.215,6.543,103.069,0.252,9.977,3794.59,1559.474,5333.887,2.507,133.515,0.041,0.127,Pipe_2
41.869,0.313,7.86,21.287,3346.23,0.404,12.602,1715.233,456.887,5757.619,0.851,655.477,0.866,0.199,Pipe_1
42.966,0.235,7.027,19.967,3014.16,0.495,13.476,2625.668,1449.093,2021.866,0.779,526.853,0.965,0.134,Pipe_2
35.462,0.041,8.084,3.036,1698.765,0.124,8.266,4085.153,1303.169,6096.541,2.043,174.039,0.138,0.087,Pipe_3
34.172,0.066,8.146,14.51,2192.743,0.155,4.91,4155.995,602.021,2903.6,2.752,292.229,0.062,0.056,Pipe_3
48.426,0.34,7.919,24.057,3918.281,0.589,7.594,2632.395,1482.927,7963.728,0.933,674.822,0.585,0.149,Pipe_1
41.375,0.189,7.097,39.972,3710.263,0.54,7.739,2473.703,460.474,7140.219,1.244,726.596,1.06,0.178,Pipe_3
38.449,0.351,7.937,19.292,3162.545,0.502,4.56,2331.805,1035.07,6257.3,1.215,612.583,0.209,0.184,Pipe_3
54.615,0.459,6.848,66.943,5156.38,0.893,11.085,875.812,699.619,7388.128,0.215,1457.946,2.34,0.373,Pipe_1
35.906,0.037,8.089,14.313,372.601,0.46,9.471,3551.268,966.158,3472.459,2.034,450.932,0.091,0.062,Pipe_3
28.432,0.072,8.453,12.724,2757.888,0.101,7.064,3866.075,1080.828,1932.413,2.736,398.315,0.104,0.12,Pipe_1
71.026,0.561,6.951,44.621,4894.205,0.736,6.583,667.324,614.923,1854.055,0.187,1487.634,2.003,0.346,Pipe_2
47.713,0.191,7.064,20.887,3555.639,0.41,14.321,2645.494,981.165,750.639,1.484,612.771,0.801,0.179,Pipe_1
42.85,0.231,7.073,29.242,3165.703,0.581,17.188,2476.635,456.272,7070.793,0.863,587.76,0.67,0.174,Pipe_3
54.334,0.49,6.29,47.404,4666.562,0.881,4.012,814.6,1243.655,5702.365,0.201,1682.603,2.106,1.477,Pipe_1
25.602,0.094,8.161,9.626,1571.431,0.034,0.97,3631.158,1260.226,9191.343,2.738,155.408,0.103,0.07,Pipe_3
46.857,0.262,7.234,29.93,3811.004,0.41,15.845,2453.97,1304.982,6765.083,1.034,645.107,0.533,0.13,Pipe_1
48.502,0.304,7.956,35.1,3109.418,0.581,7.853,1708.753,1230.684,2219.362,1.152,670.492,0.942,0.163,Pipe_1
69.995,0.548,6.371,69.821,3998.14,0.886,16.678,540.546,554.936,1917.968,0.618,1954.218,2.368,0.454,Pipe_2
38.853,0.403,7.364,24.021,3106.0,0.418,15.456,2132.132,305.196,1127.319,1.419,746.144,0.884,0.228,Pipe_3
41.606,0.18,7.312,29.947,3356.637,0.449,12.079,2763.779,1323.722,365.246,1.32,603.871,0.962,0.138,Pipe_3
61.614,0.562,6.919,44.089,5156.278,0.773,4.537,1426.781,1259.409,8200.431,0.537,1301.396,2.127,1.437,Pipe_2
70.009,0.543,6.405,50.569,4945.69,0.715,1.283,1620.127,299.845,2692.323,0.54,1928.935,2.059,0.307,Pipe_3
32.914,0.048,8.54,6.852,431.42,0.324,14.744,3982.077,709.223,834.116,2.497,129.633,0.144,0.1,Pipe_3
48.847,0.351,7.354,26.451,3498.059,0.457,13.419,2754.306,783.954,329.128,1.084,655.092,0.356,0.2,Pipe_3
31.317,0.125,8.445,14.474,1603.658,0.184,8.217,3632.519,389.084,1623.367,2.535,291.023,0.111,0.082,Pipe_3
36.351,0.06,8.208,6.489,2967.067,0.131,9.259,3771.451,134.078,8447.785,2.067,296.918,0.056,0.074,Pipe_1
48.43,0.268,7.952,33.356,3044.013,0.555,16.61,1987.151,1458.662,5378.598,1.049,635.029,0.871,0.239,Pipe_2
30.186,0.028,8.349,8.795,658.505,0.179,2.045,4156.415,490.946,948.042,1.898,87.473,0.043,0.051,Pipe_2
24.007,0.079,8.034,3.79,1674.568,0.158,10.181,4056.942,594.45,1847.256,2.438,426.072,0.03,0.096,Pipe_1
42.193,0.269,7.225,36.936,3290.075,0.575,10.978,1947.797,1336.464,7854.534,1.395,721.125,0.862,0.161,Pipe_2
28.114,0.106,8.071,2.955,1536.601,0.468,5.666,3658.287,1147.584,7970.337,2.778,256.081,0.065,0.067,Pipe_3
59.45,0.496,6.584,59.522,4448.424,0.876,11.145,1498.728,969.47,4559.602,0.533,1938.941,2.046,0.396,Pipe_1
22.8,0.048,8.193,11.914,2906.481,0.063,9.567,3781.778,475.296,6787.143,1.98,96.38,0.047,0.069,Pipe_3
55.568,0.546,6.82,60.406,7333.014,0.73,13.577,787.189,344.006,9009.501,0.266,1141.228,2.042,0.905,Pipe_2
43.265,0.377,7.505,29.281,3043.737,0.463,7.225,2223.723,1023.193,4792.775,0.758,693.56,0.729,0.188,Pipe_3
26.659,0.052,8.325,12.143,854.95,0.366,15.665,3503.964,188.806,7984.45,2.179,177.426,0.144,0.061,Pipe_1
73.161,0.459,6.308,58.27,5117.309,0.738,9.473,1308.287,793.819,5370.942,0.636,1031.4,2.393,1.473,Pipe_1
26.14,0.091,8.502,4.223,2838.803,0.037,4.166,3517.108,643.689,3240.115,2.661,250.006,0.035,0.081,Pipe_3
70.796,0.565,6.971,42.559,7562.083,0.776,11.392,1624.475,181.394,726.517,0.091,1577.443,2.082,0.806,Pipe_2
24.288,0.11,8.537,2.185,942.593,0.249,6.948,3671.114,593.804,7926.61,2.76,131.755,0.111,0.121,Pipe_1
40.02,0.176,7.708,34.25,3449.439,0.534,15.106,2196.179,1290.77,586.939,0.928,544.359,0.812,0.134,Pipe_3
26.599,0.042,8.462,14.93,2572.435,0.052,13.163,4205.8,436.673,1490.658,1.824,218.809,0.146,0.071,Pipe_3
42.541,0.385,7.154,33.017,3078.439,0.499,17.432,1757.218,205.05,8339.756,1.437,572.839,0.642,0.174,Pipe_2
25.837,0.128,8.291,7.553,640.893,0.184,16.085,3619.411,1260.831,8602.404,2.346,152.126,0.088,0.067,Pipe_2
49.715,0.235,7.337,29.097,3929.762,0.587,1.165,1704.067,404.574,3194.166,0.742,672.733,0.511,0.202,Pipe_3
57.332,0.501,6.737,41.268,3904.271,0.84,17.492,1615.829,548.212,7973.682,0.088,1394.918,2.407,0.472,Pipe_1
26.753,0.043,8.233,7.056,2813.474,0.267,16.814,3894.948,1517.686,9314.985,2.482,110.534,0.119,0.072,Pipe_2
24.82,0.097,8.182,8.515,1041.143,0.498,15.4,4194.816,1459.156,6461.503,2.709,475.585,0.136,0.112,Pipe_2
27.993,0.121,8.064,5.26,2823.977,0.392,5.022,4155.221,1209.179,1790.569,2.503,196.664,0.077,0.114,Pipe_2
38.37,0.153,7.945,33.337,3349.176,0.425,15.413,2587.515,1074.368,223.046,1.376,662.177,1.045,0.195,Pipe_1
30.083,0.068,8.35,6.868,92.283,0.392,9.267,4000.445,766.507,8588.799,2.497,503.122,0.089,0.119,Pipe_2
24.847,0.102,8.395,12.293,1723.296,0.13,11.915,4188.721,349.212,3883.214,2.065,78.853,0.099,0.052,Pipe_3
24.705,0.023,8.005,3.142,2239.797,0.112,10.732,4170.208,367.369,2110.168,2.562,234.021,0.105,0.098,Pipe_2
49.389,0.418,7.829,28.642,3785.907,0.559,13.875,1976.362,495.821,2009.904,1.392,728.604,0.32,0.231,Pipe_1
49.469,0.175,7.967,25.938,3771.3,0.51,13.453,2457.707,1486.623,2341.011,0.985,720.939,0.244,0.214,Pipe_2
42.28,0.192,7.53,25.638,3789.894,0.503,17.037,2255.13,1150.008,3543.441,0.833,745.042,0.658,0.17,Pipe_3
54.088,0.505,6.626,54.521,4256.972,0.811,9.301,658.325,1113.248,5449.447,0.375,1663.716,2.344,1.277,Pipe_3
35.679,0.099,8.293,6.322,1181.45,0.315,7.733,3850.593,1501.455,1657.377,1.849,420.813,0.034,0.075,Pipe_2
55.303,0.585,6.956,68.887,4987.253,0.715,7.75,864.55,1279.293,3759.203,0.26,2003.038,2.019,0.904,Pipe_1
32.369,0.013,8.47,4.227,1543.187,0.497,4.837,3656.464,231.816,6105.516,1.992,134.354,0.108,0.094,Pipe_3
44.211,0.351,7.763,20.873,3407.896,0.504,4.766,2347.64,846.815,751.685,1.189,633.303,1.066,0.246,Pipe_2
73.164,0.515,6.489,65.323,5036.41,0.831,8.64,361.394,405.943,8479.447,0.391,1191.21,2.007,0.786,Pipe_3
46.257,0.195,7.695,15.667,3408.429,0.586,12.055,1968.905,470.942,7531.267,1.181,657.619,0.389,0.221,Pipe_1
66.284,0.577,6.869,57.503,5654.095,0.866,13.489,1533.703,1065.792,8184.918,0.182,1740.71,2.226,1.076,Pipe_1
71.814,0.586,6.438,43.472,3732.348,0.887,8.839,969.864,675.509,6890.774,0.314,1476.749,2.168,0.546,Pipe_1
64.741,0.54,6.559,57.754,6291.905,0.88,12.216,371.962,1448.229,2602.994,0.415,1369.625,2.344,1.149,Pipe_3
70.388,0.465,6.678,62.871,4802.008,0.84,14.519,1369.045,926.595,582.028,0.192,1571.85,2.338,0.616,Pipe_3
28.198,0.026,8.522,11.986,1519.739,0.293,0.6,3572.768,1276.339,3469.721,2.79,67.423,0.074,0.123,Pipe_2
30.615,0.048,8.261,7.012,1765.83,0.461,9.813,3692.831,447.611,4387.672,2.02,238.831,0.077,0.111,Pipe_3
24.415,0.109,8.507,13.406,2070.704,0.292,1.664,3773.604,785.608,6009.661,1.962,423.721,0.059,0.051,Pipe_1
39.03,0.367,7.868,33.571,3892.305,0.599,0.354,2863.94,599.396,2991.039,0.754,718.063,0.938,0.209,Pipe_1
27.565,0.036,8.356,6.655,800.289,0.395,0.561,4014.234,1511.739,7658.791,2.729,236.356,0.035,0.072,Pipe_3
42.859,0.161,7.09,31.473,3451.952,0.523,2.62,1702.247,893.88,8021.707,1.462,690.033,0.552,0.218,Pipe_3
48.23,0.312,7.239,17.66,3007.415,0.459,13.413,2010.697,573.704,9067.858,1.098,577.825,0.892,0.17,Pipe_3
39.675,0.208,7.728,19.705,3645.423,0.536,3.943,2142.924,1192.572,6196.952,1.296,556.121,0.727,0.211,Pipe_1
47.263,0.241,7.841,26.754,3309.521,0.597,8.901,2565.343,897.594,4231.36,0.952,533.195,0.56,0.248,Pipe_1
46.133,0.428,7.078,36.924,3124.768,0.474,3.76,1819.678,943.587,3624.038,1.276,693.025,0.729,0.167,Pipe_3
38.028,0.373,7.391,21.873,3464.002,0.502,11.667,1872.213,735.495,5655.794,0.877,529.468,1.057,0.171,Pipe_1
66.346,0.554,6.925,68.96,6672.745,0.831,7.924,626.598,561.411,5509.126,0.456,1813.136,2.282,1.515,Pipe_1
44.518,0.409,7.677,37.642,3325.787,0.539,9.573,2797.297,1311.594,3419.09,0.97,614.418,0.571,0.175,Pipe_3
42.334,0.161,7.748,19.063,3646.531,0.441,12.329,1807.078,632.336,5893.131,0.915,703.763,0.623,0.158,Pipe_3
31.453,0.06,8.483,9.018,1436.309,0.308,10.623,4012.576,1064.858,2327.09,2.35,384.396,0.02,0.094,Pipe_3
27.408,0.024,8.086,10.335,561.177,0.133,2.177,3514.067,269.251,3691.366,2.561,357.468,0.053,0.072,Pipe_1
35.398,0.089,8.469,5.519,2021.386,0.364,11.853,4082.022,792.077,4552.078,2.114,120.78,0.104,0.054,Pipe_1
40.756,0.297,7.07,29.362,3350.865,0.586,5.793,2057.545,1147.929,5189.652,0.893,586.617,0.58,0.205,Pipe_1
64.215,0.493,6.724,52.066,6724.266,0.755,15.202,837.611,844.699,728.566,0.227,1193.803,2.459,1.113,Pipe_3
49.911,0.273,7.869,19.253,3604.481,0.585,13.685,1958.833,138.093,8515.654,0.954,669.915,1.064,0.176,Pipe_3
45.604,0.379,7.843,26.798,3563.236,0.431,17.045,2114.619,442.105,5663.169,0.815,597.631,0.53,0.215,Pipe_3
51.254,0.582,6.907,54.751,5089.521,0.768,16.449,277.059,1065.382,494.414,0.326,1226.506,2.089,1.002,Pipe_2
41.98,0.357,7.089,20.997,3702.685,0.548,15.15,1880.377,756.26,8692.246,1.189,535.526,0.965,0.214,Pipe_3
39.78,0.419,7.677,38.547,3883.423,0.578,3.888,2771.759,1159.699,2796.52,0.931,576.162,0.853,0.215,Pipe_3
21.857,0.071,8.551,2.922,966.9,0.048,2.232,3828.275,351.057,3328.035,2.252,247.768,0.06,0.127,Pipe_3
41.947,0.428,7.283,39.833,3885.639,0.469,14.139,2257.563,1472.465,6105.288,1.208,600.028,0.988,0.218,Pipe_3
48.621,0.285,7.009,39.153,3553.228,0.466,13.43,1895.777,1324.329,3628.648,1.432,544.184,0.835,0.152,Pipe_1
38.595,0.324,7.178,31.936,3472.768,0.508,11.444,2609.608,252.902,1947.711,0.765,627.954,0.514,0.168,Pipe_1
33.18,0.081,8.43,2.362,1708.85,0.478,8.055,4091.3,148.869,6229.756,1.969,207.258,0.088,0.051,Pipe_3
41.987,0.216,7.47,19.879,3894.886,0.598,5.609,2412.345,1386.92,8098.11,1.378,609.985,0.616,0.231,Pipe_2
49.47,0.179,7.384,37.7,3795.706,0.524,3.194,2470.592,797.953,5725.039,1.48,661.029,0.547,0.241,Pipe_3
40.891,0.337,7.13,18.354,3641.974,0.577,4.043,2594.427,1126.065,2992.682,1.463,741.814,0.939,0.151,Pipe_1
22.621,0.019,8.57,8.186,293.019,0.18,14.089,3643.703,935.358,7949.254,2.195,206.936,0.048,0.091,Pipe_1
47.854,0.167,7.057,16.984,3328.816,0.577,12.929,1918.487,1394.725,2532.524,0.751,575.117,0.361,0.233,Pipe_2
45.409,0.163,7.206,19.869,3911.542,0.469,6.116,2167.44,131.093,2978.57,1.313,549.095,0.689,0.207,Pipe_2
40.025,0.381,7.952,18.603,3819.291,0.44,7.095,2834.139,163.671,4785.076,0.871,531.166,0.249,0.227,Pipe_3
43.414,0.163,7.056,32.815,3618.687,0.459,1.371,2376.299,1495.512,4024.502,0.967,714.762,0.886,0.131,Pipe_1
31.342,0.037,8.503,12.158,2384.227,0.39,15.69,3551.734,1177.374,5607.978,2.171,138.212,0.061,0.074,Pipe_1
30.113,0.083,8.178,10.631,743.676,0.145,10.587,3692.713,1184.937,9023.878,2.323,498.357,0.033,0.114,Pipe_2
30.836,0.043,8.549,2.068,657.982,0.338,13.972,3792.992,1230.057,2108.436,1.904,197.235,0.102,0.059,Pipe_1
26.461,0.03,8.042,5.979,1036.986,0.236,7.144,3569.553,778.695,9226.166,1.838,172.836,0.088,0.116,Pipe_1
43.958,0.317,7.101,24.029,3829.456,0.511,2.694,2278.073,550.442,3657.228,1.036,586.645,1.09,0.131,Pipe_1
61.379,0.503,6.693,42.335,6205.719,0.845,10.928,160.366,844.958,856.95,0.324,1540.036,2.065,0.8,Pipe_3
42.055,0.174,7.253,18.783,3094.915,0.468,0.767,2158.212,689.026,2996.731,0.982,678.49,0.675,0.169,Pipe_3
49.964,0.343,7.115,31.403,3591.558,0.588,10.477,2774.723,576.639,683.816,0.925,523.037,0.473,0.24,Pipe_1
21.11,0.092,8.193,3.207,1222.383,0.195,12.347,4155.015,542.814,58.971,2.764,345.664,0.065,0.096,Pipe_2
24.507,0.044,8.458,6.617,2186.169,0.468,13.125,4027.889,200.351,4603.278,1.835,360.754,0.042,0.126,Pipe_2
32.202,0.068,8.389,12.038,2415.869,0.332,16.644,3832.157,544.297,8927.155,2.48,210.726,0.062,0.104,Pipe_2
25.7,0.043,8.463,11.403,1240.969,0.212,16.247,3521.88,1306.801,9119.752,2.516,235.06,0.052,0.122,Pipe_1
27.983,0.072,8.029,2.324,2255.214,0.128,15.221,3893.01,759.373,5534.154,2.755,200.822,0.081,0.096,Pipe_3
32.745,0.099,8.533,4.622,2166.604,0.085,4.812,3945.007,1068.38,2888.595,2.568,103.416,0.107,0.085,Pipe_2
28.858,0.012,8.296,3.881,2131.111,0.345,7.694,3753.158,1101.182,1249.95,2.776,322.262,0.072,0.106,Pipe_1
38.495,0.375,7.805,28.858,3351.513,0.448,4.863,2043.863,715.418,945.668,1.406,576.921,0.447,0.196,Pipe_3
49.366,0.361,7.436,20.733,3557.421,0.59,15.893,2045.808,598.966,1925.87,1.034,725.138,0.351,0.138,Pipe_1
23.839,0.03,8.34,14.302,1469.068,0.347,17.298,3609.977,414.774,6878.443,2.628,270.981,0.081,0.113,Pipe_3
39.462,0.159,7.487,31.457,3510.19,0.405,6.525,1848.567,826.422,7602.121,0.872,596.512,0.777,0.166,Pipe_1
70.176,0.501,6.275,62.605,6890.761,0.766,11.556,265.841,613.934,1578.792,0.461,1913.927,2.49,0.837,Pipe_2
39.472,0.239,7.09,34.179,3109.551,0.529,6.608,2531.434,890.681,7331.984,0.784,572.707,0.212,0.217,Pipe_1
41.947,0.428,7.283,39.833,3885.639,0.469,14.139,2257.563,1472.465,6105.288,1.208,600.028,0.988,0.218,Pipe_1
70.894,0.582,6.75,58.837,4907.22,0.742,12.795,1628.34,469.592,4137.895,0.332,1168.145,2.29,0.511,Pipe_3
32.073,0.065,8.05,8.8,383.961,0.08,9.02,3808.769,580.301,5485.719,2.67,282.009,0.09,0.127,Pipe_3
23.896,0.056,8.016,2.917,785.643,0.032,12.808,3911.817,490.524,4328.124,1.802,286.016,0.055,0.12,Pipe_3
68.055,0.528,6.307,57.415,7103.051,0.786,5.229,925.421,1434.359,5255.08,0.345,1930.173,2.342,0.666,Pipe_1
27.011,0.099,8.071,9.518,1250.462,0.375,5.404,3521.161,887.191,8497.873,2.295,318.433,0.135,0.109,Pipe_2
40.42,0.175,7.552,34.766,3846.856,0.446,10.968,2118.58,1250.031,7972.167,1.328,565.871,0.687,0.148,Pipe_1
69.711,0.528,6.35,54.83,7566.113,0.704,9.415,755.163,1443.834,2324.743,0.562,1987.679,2.317,1.412,Pipe_3
28.779,0.014,8.195,14.003,1883.299,0.087,3.702,3744.735,321.59,1320.952,2.25,260.896,0.04,0.093,Pipe_3
49.084,0.258,7.777,39.925,3964.139,0.532,16.571,2288.442,1500.104,6335.933,1.098,700.719,0.812,0.175,Pipe_3
32.248,0.072,8.487,8.355,683.452,0.463,10.026,3940.357,984.769,6836.805,2.365,220.621,0.1,0.09,Pipe_2
48.42,0.182,7.381,33.093,3760.935,0.588,11.508,1731.862,888.491,8933.328,1.382,640.79,0.767,0.152,Pipe_2
28.99,0.053,8.32,13.136,354.63,0.286,12.605,3613.059,1288.237,183.374,2.123,283.798,0.023,0.078,Pipe_1
48.065,0.385,7.627,25.002,3263.61,0.482,14.093,2056.137,270.08,7104.58,0.948,617.89,0.952,0.134,Pipe_2
43.143,0.285,7.645,24.253,3682.661,0.534,12.757,2239.688,1162.527,8442.361,1.116,531.376,0.453,0.244,Pipe_1
48.228,0.388,7.312,17.868,3673.637,0.499,10.068,1881.281,453.141,2666.77,1.236,714.614,1.049,0.134,Pipe_3
64.215,0.493,6.724,52.066,6724.266,0.755,15.202,837.611,844.699,728.566,0.227,1193.803,2.459,1.113,Pipe_2
48.614,0.304,7.98,16.625,3060.302,0.428,15.281,2864.228,719.978,2414.609,1.056,699.43,0.683,0.146,Pipe_1
48.015,0.365,7.689,35.152,3097.484,0.443,8.764,2554.815,191.438,2744.611,1.288,565.86,0.989,0.135,Pipe_2
49.52,0.163,7.534,33.362,3348.492,0.413,6.028,2883.733,1423.578,2601.424,0.968,626.814,0.61,0.169,Pipe_2
48.54,0.254,7.045,36.468,3057.461,0.557,3.714,2683.116,321.791,1295.699,1.228,540.408,0.239,0.219,Pipe_3
45.932,0.183,7.606,30.652,3099.065,0.549,9.397,1903.406,719.615,7802.436,0.778,715.428,1.01,0.164,Pipe_1
23.59,0.124,8.024,2.811,1909.07,0.356,1.529,3846.958,576.02,4406.35,1.832,267.982,0.127,0.123,Pipe_3
46.502,0.226,7.93,31.405,3685.511,0.543,10.724,2544.076,142.285,6209.276,1.165,535.809,0.891,0.16,Pipe_1
53.053,0.471,6.819,65.133,7225.549,0.726,0.257,898.724,262.72,401.138,0.161,1341.444,2.097,1.249,Pipe_2
36.755,0.04,8.166,10.892,979.973,0.423,1.993,3967.681,374.622,7360.657,2.123,357.916,0.133,0.081,Pipe_1
40.573,0.172,7.949,23.418,3466.11,0.435,8.856,1836.248,768.33,7473.046,1.459,608.891,0.7,0.225,Pipe_1
69.09,0.595,6.875,47.713,6293.132,0.712,9.653,835.46,402.339,6855.085,0.143,1867.605,2.136,1.333,Pipe_1
34.756,0.053,8.082,7.573,2102.882,0.447,10.164,4157.95,891.471,3835.384,1.832,364.233,0.146,0.122,Pipe_1
